item,Happiness_M,Sadness_M,Anger_M,Disgust_M,Fear_M,Pride_M,Valence_M,Arousal_M
Wychowywanie w duchu tradycyjnych wartości jest kluczowe dla istnienia i rozwoju społeczeństwa,0.19144833087921143,0.06163840368390083,0.03235932067036629,0.013379202224314213,0.05458952859044075,0.3051674962043762,0.5522541999816895,0.22760841250419617
Osoby o innej religii niż moja stwarzają zagrożenie dla porządku publicznego,0.014741010963916779,0.18829582631587982,0.2650984823703766,0.10350200533866882,0.20809781551361084,0.025953656062483788,0.3096519708633423,0.29142916202545166
Władza musi być zakorzeniona w tradycji,0.031103024259209633,0.117015540599823,0.13647177815437317,0.05858277902007103,0.08612646162509918,0.08381051570177078,0.4124462306499481,0.21867842972278595
Rola państwa powinna zostać maksymalnie ograniczona,0.03211231529712677,0.10175730288028717,0.1338639110326767,0.047974325716495514,0.0824473425745964,0.0743381604552269,0.39641761779785156,0.2183629423379898
Obywatele powinni mieć łatwy dostęp do broni,0.025597335770726204,0.12881621718406677,0.2907489836215973,0.07089334726333618,0.16313748061656952,0.0661521777510643,0.33280447125434875,0.2888255715370178
Popieram zagwarantowanie obowiązkowej reprezentacji pracowników w zarządach prywatnych firm,0.17307613790035248,0.03436995670199394,0.05962143465876579,0.02552495338022709,0.03237248212099075,0.23436814546585083,0.536891520023346,0.2100229263305664
"Zawsze popierałbym moje państwo, bez względu na to czy postępuje właściwie",0.20306193828582764,0.07368321716785431,0.12438874691724777,0.043871164321899414,0.05399128794670105,0.576406717300415,0.5221283435821533,0.31481629610061646
Bycie dumnym ze swojego pochodzenia jest nieuzasadnione,0.03986768797039986,0.1952807903289795,0.4062286913394928,0.20536458492279053,0.03946393355727196,0.14117948710918427,0.3026435673236847,0.37086090445518494
Kościół nie powinien mieć większego wpływu na państwo niż inne organizacje,0.015236382372677326,0.1384062021970749,0.27210548520088196,0.13605596125125885,0.09911802411079407,0.031127983704209328,0.31885841488838196,0.2493782639503479
W szkołach publicznych powinno zakazać się nauczania religii,0.014760366640985012,0.15619517862796783,0.44737687706947327,0.12316902726888657,0.16020609438419342,0.04277399554848671,0.25564709305763245,0.37006309628486633
Państwo powinno tworzyć program nauczania według którego muszą uczyć wszystkie szkoły,0.023684801533818245,0.1413809061050415,0.46171459555625916,0.1305818408727646,0.12636497616767883,0.07425904273986816,0.27682948112487793,0.371564656496048
Służba wojskowa powinna być obowiązkowa,0.03004014492034912,0.08963050693273544,0.1797698587179184,0.06408952176570892,0.0680258497595787,0.06899583339691162,0.39297300577163696,0.22193916141986847
Nieheteroseksualizm jest czymś co należy zwalczać/leczyć,0.036554738879203796,0.18200990557670593,0.4343230724334717,0.2559293508529663,0.11491954326629639,0.15284326672554016,0.2873057425022125,0.4275280237197876
Popieram depenalizację miękkich narkotyków,0.1969362050294876,0.034735504537820816,0.07850214838981628,0.03665550425648689,0.034588444977998734,0.29086440801620483,0.5580406785011292,0.27157190442085266
Rząd w pewnych sytuacjach powinien móc ograniczać wolność obywateli (np. w celu ochrony przed terroryzmem),0.019035525619983673,0.12017195671796799,0.21342210471630096,0.08254745602607727,0.15188392996788025,0.039139050990343094,0.3531479835510254,0.25165650248527527
Rząd powinien promować patriotyzm oraz kulturę mojego narodu,0.15122759342193604,0.0959058552980423,0.13932396471500397,0.049295831471681595,0.04935334995388985,0.44125160574913025,0.5009035468101501,0.3296962082386017
Silna armia jest potrzebna,0.08891145884990692,0.08401888608932495,0.09158925712108612,0.0433288998901844,0.14125719666481018,0.15228939056396484,0.4478317201137543,0.27583056688308716
Należy dążyć do utworzenia rządu światowego,0.0636913850903511,0.06045925244688988,0.05469471961259842,0.022254016250371933,0.11073333024978638,0.10165326297283173,0.44884490966796875,0.21282702684402466
Wolność człowieka kończy się tam gdzie zaczyna się wolność drugiego,0.03506990522146225,0.3282037675380707,0.1370525360107422,0.05794037878513336,0.12367677688598633,0.09910306334495544,0.3670854866504669,0.2781652808189392
Silna władza jest potrzebna by utrzymać porządek w kraju,0.0441269613802433,0.10087721794843674,0.1655234545469284,0.07436376065015793,0.16011875867843628,0.09718043357133865,0.4027019739151001,0.27198418974876404
Obywatelstwo powinno być przyznawane jedynie obcokrajowcom znającym historię narodu,0.02914532460272312,0.0902595967054367,0.21640470623970032,0.0802612453699112,0.058938074856996536,0.06302639842033386,0.36997365951538086,0.24155016243457794
"Społeczeństwo nie powinno dążyć do zacierania różnic między płciami, lecz większego eksponowania cech męskich i żeńskich",0.053354550153017044,0.07708337903022766,0.11254251003265381,0.06058339774608612,0.04954877868294716,0.11368008702993393,0.4432056248188019,0.22943736612796783
Patenty nie powinny istnieć,0.014278216287493706,0.1580878645181656,0.4939528703689575,0.21300943195819855,0.089778371155262,0.029441559687256813,0.2341862916946411,0.35001805424690247
Państwo powinno przeciwdziałać prywatnym monopolom,0.02311418578028679,0.10284029692411423,0.2624712884426117,0.10268944501876831,0.08654758334159851,0.04342753812670708,0.3325987458229065,0.2649487257003784
Małżeństwa powinny zostać zniesione,0.019220082089304924,0.12433011829853058,0.2476920634508133,0.11331304162740707,0.06910556554794312,0.03841134533286095,0.33297258615493774,0.26693883538246155
"Postęp techniczny jest pożądany, nawet jeżeli prowadzi do gruntownych zmian społecznych, lub środowiskowych",0.09466075897216797,0.06865484267473221,0.037981078028678894,0.0163904819637537,0.05693720281124115,0.15909497439861298,0.49001070857048035,0.17415456473827362
Defilady wojskowe są potrzebne,0.08090031147003174,0.04694801941514015,0.09367638826370239,0.04274104908108711,0.07490067929029465,0.11871863901615143,0.4603840410709381,0.22448720037937164
Władza powinna skupiać się w rękach jednej partii,0.03594600781798363,0.08540496975183487,0.15231502056121826,0.07233055680990219,0.06113702431321144,0.07708890736103058,0.40057066082954407,0.2327367216348648
Inwigilacja przez rząd jest pożądana,0.07637468725442886,0.04975022375583649,0.12201450020074844,0.06283283233642578,0.06626734137535095,0.10484625399112701,0.44118544459342957,0.23484697937965393
Eutanazja powinna być legalna,0.016668815165758133,0.1434488594532013,0.3819617033004761,0.22670471668243408,0.09834332764148712,0.04516055807471275,0.2750387191772461,0.334439218044281
Religia to opium ludu,0.020474668592214584,0.22464622557163239,0.43395325541496277,0.4296792447566986,0.08516277372837067,0.03338638320565224,0.21339768171310425,0.38056033849716187
Pokojowa współpraca międzynarodowa jest o wiele bardziej opłacalna niż sankcje i przemoc,0.18728601932525635,0.13657940924167633,0.12790998816490173,0.06115124374628067,0.10897240787744522,0.3734971880912781,0.4982987344264984,0.39998263120651245
Interes mojego kraju jest ważniejszy od interesu innych krajów,0.08627324551343918,0.15066853165626526,0.34114038944244385,0.08026029169559479,0.13491225242614746,0.41260939836502075,0.37959763407707214,0.42762061953544617
Ostracyzm społeczeństwa jest bardziej efektywny niż przymus państwowy,0.021894829347729683,0.19240322709083557,0.38338354229927063,0.23390226066112518,0.16318254172801971,0.038253095000982285,0.2693360447883606,0.3540351390838623
Popieram tradycyjny model rodziny,0.356466680765152,0.023764636367559433,0.024575190618634224,0.0160153079777956,0.015520861372351646,0.49824923276901245,0.6873188614845276,0.20103015005588531
Monarchia to dobry ustrój polityczny i go popieram,0.26295167207717896,0.029945943504571915,0.06326719373464584,0.044093526899814606,0.02279970422387123,0.3760521113872528,0.5944259762763977,0.23341104388237
Popieram organizacje międzynarodowe takie jak Unia Europejska,0.3646898567676544,0.021115297451615334,0.024202564731240273,0.01513249147683382,0.016729535534977913,0.4697253406047821,0.6707062125205994,0.24110153317451477
"Mój kraj powinien dążyć do zdobycia terenów, które kiedyś posiadał",0.07199405133724213,0.17755214869976044,0.14069493114948273,0.04329434409737587,0.11347842961549759,0.27952393889427185,0.4006049633026123,0.32490918040275574
Obowiązkiem każdego obywatela jest obrona ojczyzny,0.0865577757358551,0.09551575779914856,0.07688052207231522,0.020282968878746033,0.07791496068239212,0.32260236144065857,0.4760343134403229,0.2721971869468689
Resocjalizacja jest ważniejsza niż kara,0.055853746831417084,0.21318970620632172,0.3620157241821289,0.13825994729995728,0.22449558973312378,0.26109471917152405,0.3276999294757843,0.43724557757377625
Popieram akcje afirmacyjne,0.46326422691345215,0.01290932483971119,0.020728569477796555,0.01421362441033125,0.012527041137218475,0.47658830881118774,0.7305476069450378,0.2472667694091797
Popieram pełną równość płci na wszystkich płaszczyznach życia,0.36209484934806824,0.04512929171323776,0.10467065870761871,0.03994502127170563,0.02748841606080532,0.5736839771270752,0.6355571150779724,0.4026481509208679
Jestem dumny z historii mojego kraju,0.5712903141975403,0.08170662075281143,0.06758628785610199,0.0383603535592556,0.02724725566804409,0.8558288812637329,0.7925400733947754,0.5265292525291443
Laicyzacja kultury jest zjawiskiem pożądanym,0.15086503326892853,0.03927132487297058,0.06690871715545654,0.05284866690635681,0.03691587597131729,0.1958475112915039,0.5130669474601746,0.2059922218322754
"Jeśli mamy przyjąć imigrantów, muszą zostać poddani skrupulatnej selekcji",0.02942955121397972,0.1611592024564743,0.19490425288677216,0.05631209909915924,0.3935796320438385,0.09933234006166458,0.3400117754936218,0.33503949642181396
Przywrócenie kary śmierci to dobry pomysł,0.14071910083293915,0.07104744762182236,0.1256447732448578,0.07638566195964813,0.07386230677366257,0.16021811962127686,0.47384849190711975,0.3107990324497223
Opresyjność władzy jest wystarczającym powodem by wszcząć wobec niej bunt,0.014491760171949863,0.2969319820404053,0.5111158490180969,0.3383118808269501,0.23754647374153137,0.03233611583709717,0.18964216113090515,0.41775402426719666
Państwo nie powinno posiadać armii,0.017964055761694908,0.12573708593845367,0.37271788716316223,0.15510176122188568,0.1132044717669487,0.04449082911014557,0.2872214615345001,0.31020277738571167
In vitro powinno być refundowane,0.03526363521814346,0.0865335613489151,0.27921637892723083,0.0990661159157753,0.06540684401988983,0.06519073247909546,0.35031241178512573,0.3005824387073517
"Wszystko w państwie, nic poza państwem, nic przeciw państwu",0.03171765059232712,0.08901266008615494,0.2660757899284363,0.10887087136507034,0.07292605936527252,0.07227551192045212,0.3530799150466919,0.30431073904037476
"Władzy totalnej, bądź totalitarnej, nie należy się wystrzegać",0.02142367698252201,0.155315101146698,0.28601279854774475,0.1779392957687378,0.1448565125465393,0.05256494879722595,0.30195674300193787,0.3035978376865387
"Wiek zgody powinien zostać obniżony, bądź zniesiony",0.02382408082485199,0.09899481385946274,0.16411107778549194,0.058482825756073,0.07592376321554184,0.042269039899110794,0.3765343427658081,0.20695601403713226
Rozwiązłość seksualna jest niemoralna,0.02140132524073124,0.22732125222682953,0.450424462556839,0.38153716921806335,0.09039521962404251,0.04256431758403778,0.22771769762039185,0.4060473144054413
Lepszym partnerem jest zawsze osoba tej samej narodowości,0.04589860141277313,0.19087404012680054,0.10902075469493866,0.07435321062803268,0.05683841556310654,0.05231138691306114,0.3946068286895752,0.2368229776620865
Państwo powinno aktywnie wspierać zatrudnienie bezrobotnych,0.07223090529441833,0.05379137769341469,0.09166321903467178,0.03182600066065788,0.04945426806807518,0.12171334028244019,0.4702150225639343,0.19828206300735474
Rynek powinien być regulowany w celu ochrony konsumentów,0.03249702230095863,0.06853431463241577,0.1695500910282135,0.04694313183426857,0.0895298644900322,0.06662303954362869,0.41063734889030457,0.21460501849651337
Wolność negatywna jest ważniejsza od równości,0.01792300119996071,0.26117026805877686,0.40186411142349243,0.2880023121833801,0.13049760460853577,0.04530755430459976,0.24541452527046204,0.3666110634803772
Państwo powinno zapewniać osobom w skrajnej biedzie minimum wymagane do przetrwania,0.02901616320014,0.3906175196170807,0.23010145127773285,0.0767366886138916,0.18481317162513733,0.06498783826828003,0.2728363275527954,0.3344503343105316
Upaństwawianie kluczowych sektorów gospodarki jest korzystne,0.10041849315166473,0.038944412022829056,0.06988382339477539,0.048287443816661835,0.04391462728381157,0.08064505457878113,0.48672032356262207,0.16574639081954956
Wolny rynek korzystnie wpływa na gospodarkę,0.2776983082294464,0.016170425340533257,0.018476445227861404,0.014249586500227451,0.021721383556723595,0.1622379869222641,0.6118506193161011,0.15584705770015717
Waluta z parytetem złota jest lepsza od pieniądza fiducjarnego,0.10460835695266724,0.03657785803079605,0.11273044347763062,0.09284846484661102,0.03286263719201088,0.0790155753493309,0.47821715474128723,0.22653716802597046
Rząd powinien zwalczać nierówności w płacach kobiet i mężczyzn,0.017597660422325134,0.2048482745885849,0.32566842436790466,0.10534790903329849,0.14317798614501953,0.03600398823618889,0.29945430159568787,0.2973218262195587
"Rząd powinien ograniczyć import z innych krajów, aby promować producentów krajowych",0.038297828286886215,0.07218246161937714,0.09244009107351303,0.03567968308925629,0.06663357466459274,0.05286542698740959,0.4270954728126526,0.1881682425737381
Podatki to kradzież i docelowo nie powinny istnieć,0.011960472911596298,0.19523920118808746,0.474210649728775,0.21392729878425598,0.12582604587078094,0.026270342990756035,0.213909313082695,0.35515737533569336
Podatki powinny być progresywne,0.04474340379238129,0.05686230957508087,0.12246527522802353,0.042820632457733154,0.04435567185282707,0.07612047344446182,0.4292749762535095,0.19369301199913025
Walka o równość klas społecznych jest priorytetem,0.12173936516046524,0.11270531266927719,0.18708272278308868,0.04945282265543938,0.12241403758525848,0.37544986605644226,0.4422079920768738,0.35855117440223694
"Emerytura jest kwestią indywidualnego planowania, nie powinna być organizowana przez państwo",0.029228057712316513,0.0985468402504921,0.24491138756275177,0.08044726401567459,0.07716802507638931,0.07703445851802826,0.3638566732406616,0.24711152911186218
Prywatna działalność charytatywna powinna być głównym kanałem pomocy ubogim i potrzebującym,0.12644296884536743,0.08275134861469269,0.03141528740525246,0.0190146304666996,0.02809591218829155,0.15280574560165405,0.5040821433067322,0.16892464458942413
"Licencje, zezwolenia i związki zawodowe są szkodliwe",0.016461040824651718,0.1936647891998291,0.35306259989738464,0.16336025297641754,0.19173826277256012,0.02858450636267662,0.26820316910743713,0.3512587249279022
Związki zawodowe powinny podlegać przepisom obowiązującym każde inne stowarzyszenie,0.024535639211535454,0.0766659751534462,0.3212275505065918,0.09509274363517761,0.06386780738830566,0.06472562998533249,0.3370002210140228,0.2661208510398865
Rząd powinien gwarantować powszechny i darmowy dostęp do opieki zdrowotnej finansowanej z budżetu państwa,0.026117343455553055,0.11713486909866333,0.3559984564781189,0.08751382678747177,0.09470806270837784,0.07325702160596848,0.3295096755027771,0.30054378509521484
Bank centralny musi być w pełni niezależny od władzy wykonawczej,0.027680201455950737,0.10141471028327942,0.19144852459430695,0.0616404190659523,0.09652504324913025,0.065019890666008,0.3875427544116974,0.2268516719341278
"Silniejsze podmioty gospodarcze, mające dużą przewagę konkurencyjną, powinny podlegać surowym regulacjom",0.02483437769114971,0.15035702288150787,0.11704520136117935,0.05307309702038765,0.2541380226612091,0.048836588859558105,0.3658492863178253,0.2585698962211609
Biedni ludzie są biedni w wyniku swoich złych decyzji,0.020882120355963707,0.6678341031074524,0.30943459272384644,0.1592654287815094,0.14581215381622314,0.040115296840667725,0.18878786265850067,0.36027806997299194
Badania naukowe powinny być głównie finansowane przez państwo,0.06050465255975723,0.04182163253426552,0.06292782723903656,0.024796171113848686,0.03566629812121391,0.10778484493494034,0.473206102848053,0.13513076305389404
Prawo do dziedziczenia powinno zostać zlikwidowane,0.01471138745546341,0.18371883034706116,0.3231203556060791,0.10637889057397842,0.10298134386539459,0.03262424096465111,0.2952878773212433,0.28242403268814087
Własność prywatna powinna zostać zniesiona,0.019218401983380318,0.12678952515125275,0.26372092962265015,0.08492842316627502,0.07067496329545975,0.04226529598236084,0.32696130871772766,0.2769690155982971
Nie jest dopuszczalne ograniczenie własności prywatnej w jakichkolwiek przypadkach,0.0218144953250885,0.10115242749452591,0.2043425440788269,0.05394059419631958,0.08979325741529465,0.044068239629268646,0.369689017534256,0.21303623914718628
"Państwo powinno zajmować się jedynie obroną praw jednostkowych (wojsko, policja, sądy)",0.01754584349691868,0.15639987587928772,0.3284701108932495,0.1247769445180893,0.06884171068668365,0.05765588954091072,0.30232372879981995,0.3127804696559906
Państwo powinno zapewniać najbiedniejszym mieszkanie i godne warunki życia,0.031783442944288254,0.19215163588523865,0.2579209506511688,0.07118691504001617,0.09291651844978333,0.06862693279981613,0.3297758400440216,0.2870054244995117
"Władze powinny zwalczać recesję i wysokie bezrobocie, nawet kosztem wysokiej inflacji",0.013595335185527802,0.3771040737628937,0.3219890594482422,0.13260342180728912,0.3300018310546875,0.025256138294935226,0.21344619989395142,0.3644833564758301
Podwyższenie kwoty wolnej od podatku jest lepszym rozwiązaniem niż wspieranie najbiedniejszych zasiłkami socjalnymi,0.09993034601211548,0.07922562211751938,0.2502567768096924,0.10911394655704498,0.05538756400346756,0.11892146617174149,0.41873282194137573,0.320483922958374
Państwo powinno organizować budowę strategicznych obiektów,0.04284938424825668,0.07033181190490723,0.14946319162845612,0.043497368693351746,0.08375582098960876,0.07695802301168442,0.41808009147644043,0.22060102224349976
"Od każdego według możliwości, każdemu według potrzeb",0.05602625757455826,0.04286324977874756,0.07314319908618927,0.032424863427877426,0.026762649416923523,0.07042144984006882,0.4616318643093109,0.14965493977069855
