,text,source,part,Happiness_M,Sadness_M,Anger_M,Disgust_M,Fear_M,Pride_M,Valence_M,Arousal_M,Irony_M,norm_Happiness_M,norm_Sadness_M,norm_Anger_M,norm_Disgust_M,norm_Fear_M,norm_Pride_M,norm_Valence_M,norm_Arousal_M,z_score_Happiness_M,z_score_Sadness_M,z_score_Anger_M,z_score_Disgust_M,z_score_Fear_M,z_score_Pride_M,z_score_Valence_M,z_score_Arousal_M,total_z_score
1517,"_users_ Ale nie ja łamię konstytucję i traktaty i nie ja stwarzam zagrożenie utraty funduszy dla Polski, lecz Kaczyński.",twitter,50,1.0,2.0,3.6,2.4,1.8,1.6,1.2,3.6,0.0,0.0,0.25,0.65,0.35,0.2,0.15,0.0499999999999999,0.65,0.7028090943480242,0.5299088294652698,1.5829640322826504,0.9411922716072608,0.626485053719382,0.1211280142640174,1.598276635448022,1.603579516131802,7.706343447266429
1646,"_users_ Muszę przyznać, że Prezes Kaczyński trafnie to ujął. _link_ ",twitter,89,1.8,1.2,1.2,1.0,1.0,1.6,3.2,2.0,0.0,0.2,0.0499999999999999,0.0499999999999999,0.0,0.0,0.15,0.55,0.25,0.1573950801968407,0.6159360134212288,0.7259533788723483,0.7467505922894634,0.7521940272312464,0.1211280142640174,0.5787542261180146,0.5322478338030223,4.230359166196182
1759,Jarosław Kaczyński rozmawia w z liderami konserwatystów z Włoch i Hiszpanii _link_ ,twitter,50,1.0,1.0,1.2,1.0,1.4,1.4,2.8,1.8,0.0,0.0,0.0,0.0499999999999999,0.0,0.0999999999999999,0.0999999999999999,0.4499999999999999,0.2,0.7028090943480242,0.9023972241428534,0.7259533788723483,0.7467505922894634,0.0628544867559323,0.3512211860897234,0.1433480538048069,0.7992262525448753,4.434560268848027
1810,"_users_ Mam pytanie: czy panu Marszałkowi zaproszenie od J. Kaczyńskiego na 10 maja 2020 roku przypomina te, które Pan otrzymał od L. Kaczyńskiego na 10 kwietnia 2010 roku?",twitter,98,1.0,1.2,2.6,2.8,1.4,1.6,2.0,2.6,4.0,0.0,0.0499999999999999,0.4,0.4499999999999999,0.0999999999999999,0.15,0.25,0.4,0.7028090943480242,0.6159360134212288,0.6209151109680676,1.4234616612920392,0.0628544867559323,0.1211280142640174,0.7274642908216074,0.2686874224225369,4.5432560942934535
1873,"""Jestem przekonany ze w ciągu kilku dni zbierzemy podpisy. Od dziś będziemy zbierać podpisy. Im więcej klod rzuci pod nogi Kaczyński, tym smaczniejsze bedzie to zwycięstwo"" - mówi _users_ _link_ ",twitter,96,1.4,1.0,2.6,2.2,1.2,2.0,2.6,3.0,0.0,0.0999999999999999,0.0,0.4,0.3,0.0499999999999999,0.25,0.4,0.5,0.2727070070755918,0.9023972241428534,0.6209151109680676,0.700057576764872,0.4075242569935894,0.3390583293873943,0.0743550323517963,0.8026442599062428,4.119658797590408
1970,"_users_ Byliśmy razem w _users_ , 23 marca 2017, komentując wizytę Kaczyńskiego w Londynie. Tak miło ze mną rozmawiałeś, proponując skorzystanie z jednej taksówki... Na szczęście odmówiłem. Z byle kim się nie zadaję",twitter,6,1.6,1.4,3.6,4.0,1.2,3.0,2.0,3.2,2.0,0.15,0.0999999999999999,0.65,0.75,0.0499999999999999,0.5,0.25,0.55,0.0576559634393754,0.3294748026996042,1.5829640322826504,2.8702698303463747,0.4075242569935894,1.4895241885159236,0.7274642908216074,1.069622678648096,8.53450004374722
2028,"„Fundusz miał służyć lokalnym społecznościom, a PiS zrobił z niego narzędzie politycznej zemsty na miejscowościach, które nie głosują na Kaczyńskiego.” _link_ ",twitter,42,1.0,1.6,3.4,2.6,1.2,1.0,1.8,2.6,0.0,0.0,0.15,0.6,0.4,0.0499999999999999,0.0,0.2,0.4,0.7028090943480242,0.0430135919779793,1.3905542480197337,1.1823269664496503,0.4075242569935894,0.8114075297411351,0.945167376978211,0.2686874224225369,5.75149048693086
2245,"A propos dyskusji o TVN. Cieszę się, że PiS uczy Polaków, co to jest Europejski Obszar Gospodarczy. Warto pamiętać, że w EOG obok USA nie ma też _link_ Wielkiej Brytanii, do której z wizytą jeździł Jarosław Kaczyński, bo miała być naszym strategicznym partnerem.",twitter,61,1.0,1.6,2.0,1.0,1.6,1.4,2.6,2.6,1.0,0.0,0.15,0.25,0.0,0.15,0.0999999999999999,0.4,0.4,0.7028090943480242,0.0430135919779793,0.0436857581793179,0.7467505922894634,0.281815283481725,0.3512211860897234,0.0743550323517963,0.2686874224225369,2.5123379611405667
2403,"💬 Startuję w wyborach, bo nie można oddawać pola walki Kaczyńskiemu i Dudzie, nie można mu oddawać tych wyborów walkowerem. Oni liczą na to, że opozycja się podda. Niska frekwencja działa na korzyść Dudy. Opozycja musi trwać na polu walki. – na _users_ #Koronawirus #Polska2020",twitter,15,1.4,2.4,2.8,2.4,1.8,3.4,2.4,4.0,0.0,0.0999999999999999,0.35,0.4499999999999999,0.35,0.2,0.6,0.35,0.75,0.2727070070755918,1.102831250908519,0.813324895230984,0.9411922716072608,0.626485053719382,1.9497105321673356,0.2920581185084002,2.137536353615508,8.13584548283298
2566,"Donald Tusk po aneksji Krymu przez Rosję (2014): „Wyobraźmy sobie, że w Polsce rządzi Jarosław Kaczyński, który usiłowałby wymusić na państwach regionu takich jak Węgrzy i Słowacy radykalnie antyrosyjską postawę.” _link_ ",twitter,8,1.0,2.4,2.6,1.6,1.4,1.4,2.4,2.0,2.0,0.0,0.35,0.4,0.15,0.0999999999999999,0.0999999999999999,0.35,0.25,0.7028090943480242,1.102831250908519,0.6209151109680676,0.0233465077622956,0.0628544867559323,0.3512211860897234,0.2920581185084002,0.5322478338030223,3.688283589143986
2841,"W elitarnym klubie nie dają drinków jak ktoś beka, puszcza bąki i tłucze naczynia. Czy ktoś może to wytłumaczyć Kaczyńskiemu, Morawieckiemu, Ziobrze i reszcie?",twitter,93,1.0,1.4,3.4,3.4,1.2,1.6,1.4,3.0,4.0,0.0,0.0999999999999999,0.6,0.6,0.0499999999999999,0.15,0.0999999999999999,0.5,0.7028090943480242,0.3294748026996042,1.3905542480197337,2.146865745819207,0.4075242569935894,0.1211280142640174,1.3805735492914184,0.8026442599062428,7.281573971341837
3250,_users_ A kto ma przeprosić za łączenie wydarzeń w Waszyngtonie z Kaczyńskim Panie Rzeczniku _users_ ?,twitter,17,1.0,1.0,3.4,2.0,1.6,1.2,1.6,2.8,1.0,0.0,0.0,0.6,0.25,0.15,0.0499999999999999,0.15,0.4499999999999999,0.7028090943480242,0.9023972241428534,1.3905542480197337,0.4589228819224826,0.281815283481725,0.5813143579154293,1.1628704631348146,0.5356658411643895,6.016349394129453
3394,Wystąpienie Kaczyńskiego na kongresie PiS. „Bez tego nie wygramy następnych wyborów”. _link_ ,twitter,51,1.0,1.8,2.8,1.4,3.6,2.2,2.2,3.2,0.0,0.0,0.2,0.4499999999999999,0.0999999999999999,0.65,0.3,0.3,0.55,0.7028090943480242,0.2434476187436453,0.813324895230984,0.2644812026046851,3.728512985858296,0.5691515012131003,0.5097612046650035,1.069622678648096,7.901111181311834
3590,Pytam pana Kaczyńskiego jak dokładnie został ukarany minister odpowiedzialny za 160 mln strat na przekręcie przy zakupie respiratorów ? Czy karą w PiS jest awans na kolejne ministerialne stanowisko?,twitter,64,1.0,1.6,4.4,4.0,1.4,1.0,1.2,3.4,2.0,0.0,0.15,0.8500000000000001,0.75,0.0999999999999999,0.0,0.0499999999999999,0.6,0.7028090943480242,0.0430135919779793,2.352603169334317,2.8702698303463747,0.0628544867559323,0.8114075297411351,1.598276635448022,1.3366010973899487,9.777835435341734
3601,"To byłby kolejny dowód, że grupa Kaczyńskiego to ( w jego języku) ""późna postkomuna"". _link_ ",twitter,69,1.0,1.8,2.4,3.0,1.2,1.4,1.8,2.6,2.0,0.0,0.2,0.35,0.5,0.0499999999999999,0.0999999999999999,0.2,0.4,0.7028090943480242,0.2434476187436453,0.4285053267051509,1.6645963561344286,0.4075242569935894,0.3512211860897234,0.945167376978211,0.2686874224225369,5.01195863841531
3652,"Protesty w całej Polsce, tłum w Warszawie, to nic, trzeba zamknąć cmentarze, bo spokojni ludzie chcą odwiedzić groby najbliższych. Władza standardowo, silni wobec słabych, a słabi wobec silnych. Czekam na zdjęcie Kaczyńskiego wjeżdżającego w niedzielę bez trybu, ja idę dziś.",twitter,47,1.0,2.2,3.6,2.8,2.0,1.2,1.2,3.6,2.0,0.0,0.3,0.65,0.4499999999999999,0.25,0.0499999999999999,0.0499999999999999,0.65,0.7028090943480242,0.8163700401868949,1.5829640322826504,1.4234616612920392,0.971154823957039,0.5813143579154293,1.598276635448022,1.603579516131802,9.279930161561902
3692,"Rok temu: „Krótko mówiąc będzie trzeba wyjaśnić, skąd się ma majątek, bo to nie w każdym wypadku jest zupełnie jasne” — podkreślił Kaczyński. Dziś ⤵️ _link_ ",twitter,48,1.0,1.0,2.6,1.6,1.6,1.0,2.0,2.2,1.0,0.0,0.0,0.4,0.15,0.15,0.0,0.25,0.3,0.7028090943480242,0.9023972241428534,0.6209151109680676,0.0233465077622956,0.281815283481725,0.8114075297411351,0.7274642908216074,0.2652694150611691,4.335424456326878
3743,Pozostaje tylko pogratulować prezesowi Kaczyńskiemu wysokiej klasy sejmowych kadr. _link_ ,twitter,33,1.6,1.4,2.6,2.8,1.2,1.2,2.0,2.4,3.0,0.15,0.0999999999999999,0.4,0.4499999999999999,0.0499999999999999,0.0499999999999999,0.25,0.35,0.0576559634393754,0.3294748026996042,0.6209151109680676,1.4234616612920392,0.4075242569935894,0.5813143579154293,0.7274642908216074,0.0017090036806836,4.149519447810396
3837,"Lex TVN. Tomasz Lis: Jeśli PiS Kaczyńskiego położy łapę na TVN-ie, to następnym krokiem będzie internet _link_ ",twitter,47,1.0,2.2,3.6,2.8,3.8,1.0,1.2,3.6,0.0,0.0,0.3,0.65,0.4499999999999999,0.7,0.0,0.0499999999999999,0.65,0.7028090943480242,0.8163700401868949,1.5829640322826504,1.4234616612920392,4.073182756095952,0.8114075297411351,1.598276635448022,1.603579516131802,12.61205126552652
4066,📍To Kaczyński autoryzował ten bubel prawny.,,61,1.0,1.8,3.8,2.2,1.0,1.0,1.8,2.8,0.0,0.0,0.2,0.7,0.3,0.0,0.0,0.2,0.4499999999999999,0.7028090943480242,0.2434476187436453,1.7753738165455666,0.700057576764872,0.7521940272312464,0.8114075297411351,0.945167376978211,0.5356658411643895,6.46612288151709
4335,"Kaczyński ruszył w kraj promując program Polskiego Ładu: ""Chcemy, żeby ludzie w Polsce mieli tak samo, wszyscy"". KomuPiSm.",twitter,87,1.0,1.8,3.2,2.4,1.8,1.2,1.8,2.8,2.0,0.0,0.2,0.55,0.35,0.2,0.0499999999999999,0.2,0.4499999999999999,0.7028090943480242,0.2434476187436453,1.1981444637568175,0.9411922716072608,0.626485053719382,0.5813143579154293,0.945167376978211,0.5356658411643895,5.77422607823316
4378,"Jest JK :Działamy na rzecz reformy systemu handlu uprawnieniami do emisji CO2; on w tej formie jest zabójczy dla naszej gospodarki; jest skrajnie nieuczciwy, bo opiera się na spekulacji prawami do emisji CO2 - powiedział w wywiadzie dla ""GPC"" prezes PiS Jarosław Kaczyński.",twitter,48,1.0,1.4,2.8,1.4,1.4,1.4,1.8,2.6,0.0,0.0,0.0999999999999999,0.4499999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.2,0.4,0.7028090943480242,0.3294748026996042,0.813324895230984,0.2644812026046851,0.0628544867559323,0.3512211860897234,0.945167376978211,0.2686874224225369,3.738020467129701
4528,"Trafnie _users_ :Słowa Jarosława Kaczyńskiego w Sejmie to powrót do idei jego brata. Moralność i patriotyzm to broń, której boją się wrogowie Polski  _link_ ",twitter,34,3.0,1.4,1.2,1.6,1.6,3.4,4.0,3.0,0.0,0.5,0.0999999999999999,0.0499999999999999,0.15,0.15,0.6,0.75,0.5,1.447701342014138,0.3294748026996042,0.7259533788723483,0.0233465077622956,0.281815283481725,1.9497105321673356,1.449566570744429,0.8026442599062428,7.010212677648118
4646,"Zabawa w niszczenie praworządności jest dość droga. Może w Smyku kupimy Kaczyńskiemu i Ziobrze zabawki, które nie będą nas kosztowały dzięsiątków miliardów.",twitter,14,1.4,2.2,4.6,3.4,2.4,1.2,1.2,3.2,4.0,0.0999999999999999,0.3,0.8999999999999999,0.6,0.35,0.0499999999999999,0.0499999999999999,0.55,0.2727070070755918,0.8163700401868949,2.545012953597233,2.146865745819207,1.660494364432353,0.5813143579154293,1.598276635448022,1.069622678648096,10.690663783122826
4692,Młody mężczyzna próbował wejść do biura partii i żądał dostępu do Jarosława Kaczyńskiego.,,80,1.0,1.2,1.2,1.0,1.6,1.2,2.6,1.8,0.0,0.0,0.0499999999999999,0.0499999999999999,0.0,0.15,0.0499999999999999,0.4,0.2,0.7028090943480242,0.6159360134212288,0.7259533788723483,0.7467505922894634,0.281815283481725,0.5813143579154293,0.0743550323517963,0.7992262525448753,4.5281600052248905
4748,"_users_ Wbrew pozorom, wbrew temu, co sam oznajmia, dla Kaczyńskiego w wielu sprawach wzorem jest PRL. Generalnie fajny system, żeby jeszcze tylko Kościół dopuścić do wpływania na władzę, oczywiście tylko katolicki.",twitter,31,1.8,1.8,2.4,2.2,1.6,1.4,1.8,2.4,4.0,0.2,0.2,0.35,0.3,0.15,0.0999999999999999,0.2,0.35,0.1573950801968407,0.2434476187436453,0.4285053267051509,0.700057576764872,0.281815283481725,0.3512211860897234,0.945167376978211,0.0017090036806836,3.1093184526408524
4786,"""Przyjedź do Smoleńska, porozmawiamy"". Nerwowa reakcja Rogozina po wypowiedzi Jarosława Kaczyńskiego _link_ ",twitter,94,1.0,1.2,1.4,1.0,1.0,1.0,2.4,1.8,0.0,0.0,0.0499999999999999,0.0999999999999999,0.0,0.0,0.0,0.35,0.2,0.7028090943480242,0.6159360134212288,0.5335435946094318,0.7467505922894634,0.7521940272312464,0.8114075297411351,0.2920581185084002,0.7992262525448753,5.253925222693805
4866,"J. Kaczyński wypowiedział się w rozmowie z PAP nt. swojej wizji lepszej, “poprawionej Unii” Europejskiej, w której musi obowiązywać zasada równości państw. 🔊Jak stwierdził: ""Jeśli coś wolno w jednym państwie, to znaczy, że wolno we wszystkich"". Więcej: _link_ ",twitter,18,1.0,1.6,1.8,1.8,1.0,1.4,2.8,1.8,0.0,0.0,0.15,0.2,0.2,0.0,0.0999999999999999,0.4499999999999999,0.2,0.7028090943480242,0.0430135919779793,0.1487240260835985,0.2177881870800934,0.7521940272312464,0.3512211860897234,0.1433480538048069,0.7992262525448753,3.158324419160348
4881,"PiS, zwłaszcza Kaczyński i Morawiecki, dochodzą do szczytu w propagandzie sowieckiego typu: wszystko, co dobre pochodzi od państwa, czyli od nas.",,5,1.0,1.8,3.2,3.4,1.4,1.4,2.0,2.4,2.0,0.0,0.2,0.55,0.6,0.0999999999999999,0.0999999999999999,0.25,0.35,0.7028090943480242,0.2434476187436453,1.1981444637568175,2.146865745819207,0.0628544867559323,0.3512211860897234,0.7274642908216074,0.0017090036806836,5.43451589001564
4897,"„Od polityków, a więc także od siebie, wymagam odwagi. Dlatego zrobię wszystko, żeby pseudowyborów nie było, bo nie po to protestowaliśmy przez ostatnie lata przed sądami, broniąc demokracji, żeby teraz ulec szalonemu pomysłowi Kaczyńskiego” - _users_ #debataprezydencka",twitter,42,1.0,1.4,3.6,2.0,1.2,2.0,1.8,2.8,1.0,0.0,0.0999999999999999,0.65,0.25,0.0499999999999999,0.25,0.2,0.4499999999999999,0.7028090943480242,0.3294748026996042,1.5829640322826504,0.4589228819224826,0.4075242569935894,0.3390583293873943,0.945167376978211,0.5356658411643895,5.301586615776346
5039,"🗣️ Jeśli Pan Kaczyński myśli, że postawi pod ścianą opozycję przez wyrok TK, to jest w błędzie. To Pani Marszałek Witek jest odpowiedzialna za doprowadzenie wyboru następnego Rzecznika Praw Obywatelskich, to jej wina, że jeszcze go nie wybraliśmy 📍Konferencja _users_ w Sejmie",twitter,44,1.0,1.6,4.2,2.2,1.0,1.0,1.4,4.0,0.0,0.0,0.15,0.8,0.3,0.0,0.0,0.0999999999999999,0.75,0.7028090943480242,0.0430135919779793,2.1601933850714,0.700057576764872,0.7521940272312464,0.8114075297411351,1.3805735492914184,2.137536353615508,8.687785108041584
5069,"Putin grozi Ukrainie, a Kaczyński zaprasza do Warszawy jego zachodnich popleczników.Cóż za obrzydliwy pokaz antysolidarmości! I jaki kontrast z dewizą, którą się szczycimy: "" Za wolność waszą i naszą"".",twitter,48,1.0,2.2,4.6,4.2,1.6,1.0,1.0,4.8,1.0,0.0,0.3,0.8999999999999999,0.8,0.15,0.0,0.0,0.95,0.7028090943480242,0.8163700401868949,2.545012953597233,3.1114045251887643,0.281815283481725,0.8114075297411351,1.8159797216046256,3.20545002858292,13.290249176731322
5098,"Kiedy Kaczyński, Duda i Morawiecki przeproszą ludzi za klęskę w walce z epidemią?",,4,1.0,2.4,4.4,4.2,1.8,1.2,1.6,3.4,0.0,0.0,0.35,0.8500000000000001,0.8,0.2,0.0499999999999999,0.15,0.6,0.7028090943480242,1.102831250908519,2.352603169334317,3.1114045251887643,0.626485053719382,0.5813143579154293,1.1628704631348146,1.3366010973899487,10.9769190119392
5196,"Zdumiewające oświadczenie wicepremiera Kaczyńskiego ws. umowy z handlarzem bronią❗️Czy bierze Pan zatem osobistą odpowiedzialność za 70 mln zł, które nie wróciły do _users_ ? Czy bierze Pan odpowiedzialność za brak opinii Prokuratorii na umowę za 250 mln?_link_ ",twitter,63,1.0,1.8,3.8,2.0,1.2,1.0,1.6,2.8,0.0,0.0,0.2,0.7,0.25,0.0499999999999999,0.0,0.15,0.4499999999999999,0.7028090943480242,0.2434476187436453,1.7753738165455666,0.4589228819224826,0.4075242569935894,0.8114075297411351,1.1628704631348146,0.5356658411643895,6.098021502593648
5349,"Ruski fligry nad Polskōm. Sankcyji pełno gymba, nale kōmpel Kaczyńskigo - Orban - swoji zaôpatrzyni ôd ruskich musi dostać. #PolskaPIS #ślonskogodka #językśląski",twitter,31,1.2,1.2,2.6,1.6,1.2,1.0,2.4,1.6,0.0,0.0499999999999999,0.0499999999999999,0.4,0.15,0.0499999999999999,0.0,0.35,0.15,0.487758050711808,0.6159360134212288,0.6209151109680676,0.0233465077622956,0.4075242569935894,0.8114075297411351,0.2920581185084002,1.0662046712867284,4.3251502593932525
5395,"Dudy do Lex TVN to "" ustawka"" Kaczyńskiego"" zdają sobie sprawę z tego, że robią z Kaczora niezwyciężalnego demona zła?",,51,1.0,2.4,4.0,3.8,1.8,1.4,1.6,3.2,0.0,0.0,0.35,0.75,0.7,0.2,0.0999999999999999,0.15,0.55,0.7028090943480242,1.102831250908519,1.9677836008084837,2.6291351355039856,0.626485053719382,0.3512211860897234,1.1628704631348146,1.069622678648096,9.612758463161027
5424,_users_ Akurat inni są ro zamieszani obok Kaczyńskiego.,twitter,85,1.0,1.8,3.2,2.0,1.6,1.6,2.0,2.4,0.0,0.0,0.2,0.55,0.25,0.15,0.15,0.25,0.35,0.7028090943480242,0.2434476187436453,1.1981444637568175,0.4589228819224826,0.281815283481725,0.1211280142640174,0.7274642908216074,0.0017090036806836,3.7354406510190032
5756,"Mateuszu Morawiecki, Jarosławie Kaczyński - zakasajcie rękawy i do dzieła.",,9,2.2,1.2,2.8,1.4,2.0,2.2,3.0,2.8,1.0,0.3,0.0499999999999999,0.4499999999999999,0.0999999999999999,0.25,0.3,0.5,0.4499999999999999,0.5874971674692734,0.6159360134212288,0.813324895230984,0.2644812026046851,0.971154823957039,0.5691515012131003,0.3610511399614108,0.5356658411643895,4.718262585022111
5818,Sikorski: Kaczyńskiemu chodzi o władzę i zdolność do łamania ludzi _users_ _link_ ,twitter,49,1.0,2.0,2.6,2.6,2.6,1.0,1.6,3.4,0.0,0.0,0.25,0.4,0.4,0.4,0.0,0.15,0.6,0.7028090943480242,0.5299088294652698,0.6209151109680676,1.1823269664496503,2.0051641346700104,0.8114075297411351,1.1628704631348146,1.3366010973899487,8.352003226166921
5926,"Wystosowaliśmy do prezesa PiS zaproszenie na kongres Porozumienia, ale nie skorzystał. Sympatie Jarosława Kaczyńskiego to jego sprawa. Prezesem _users_ był i jest Jarosław Gowin -decyzją członków Porozumienia.-_users_ w _users_ _link_ ",twitter,20,1.4,1.8,2.8,1.8,1.2,1.2,2.6,2.4,1.0,0.0999999999999999,0.2,0.4499999999999999,0.2,0.0499999999999999,0.0499999999999999,0.4,0.35,0.2727070070755918,0.2434476187436453,0.813324895230984,0.2177881870800934,0.4075242569935894,0.5813143579154293,0.0743550323517963,0.0017090036806836,2.612170359071813
5938,"Janusz ma 100% racji 😂 dla ludzi na ulicach pan Nowak to jest taki sam starszy pan w polskiej polityce jak pan Kaczyński, tylko Kaczyńskiego znają i nie lubią a Nowaka nie znają _link_ ",twitter,57,1.4,1.4,3.2,1.6,1.2,1.6,2.6,2.6,4.0,0.0999999999999999,0.0999999999999999,0.55,0.15,0.0499999999999999,0.15,0.4,0.4,0.2727070070755918,0.3294748026996042,1.1981444637568175,0.0233465077622956,0.4075242569935894,0.1211280142640174,0.0743550323517963,0.2686874224225369,2.695367507326249
6222,"""Kaczyński uważa, że polityka zagraniczna ma być służebna polityce wewnętrznej. Prezes musi wierzyć, że na konflikcie z Rosją uda się pognębić K. Bosaka. PAD brakuje kilku procent, żeby wygrać wybory w I turze,a te kilka procent ma kandydat Konfederacji."" _link_ ",twitter,39,1.0,1.8,2.8,1.6,1.2,1.4,2.0,1.6,0.0,0.0,0.2,0.4499999999999999,0.15,0.0499999999999999,0.0999999999999999,0.25,0.15,0.7028090943480242,0.2434476187436453,0.813324895230984,0.0233465077622956,0.4075242569935894,0.3512211860897234,0.7274642908216074,1.0662046712867284,4.335342521276598
