,text,source,part,Happiness_M,Sadness_M,Anger_M,Disgust_M,Fear_M,Pride_M,Valence_M,Arousal_M,Irony_M,norm_Happiness_M,norm_Sadness_M,norm_Anger_M,norm_Disgust_M,norm_Fear_M,norm_Pride_M,norm_Valence_M,norm_Arousal_M,z_score_Happiness_M,z_score_Sadness_M,z_score_Anger_M,z_score_Disgust_M,z_score_Fear_M,z_score_Pride_M,z_score_Valence_M,z_score_Arousal_M,total_z_score
6113,Polaryzacja na linii TVP-Trzaskowski już jest. Dokładnie tego chciał sztab RT. Dobry _users_ i _users_ ,twitter,33,1.0,1.4,2.0,2.0,1.0,1.6,2.6,2.0,0.0,0.0,0.0999999999999999,0.25,0.25,0.0,0.15,0.4,0.25,0.7028090943480242,0.3294748026996042,0.0436857581793179,0.4589228819224826,0.7521940272312464,0.1211280142640174,0.0743550323517963,0.5322478338030223,3.014817444799512
6124,"Czyli wychodzi na to, że nachodźców przerzucają studenci z Olsztyna pochodzący z Iraku? I zupełnie przypadkiem w tym Olsztynie prezydent Trzaskowski robił swój łagier dla studentów?",twitter,73,1.0,1.0,3.2,4.0,1.2,1.0,1.6,3.4,3.0,0.0,0.0,0.55,0.75,0.0499999999999999,0.0,0.15,0.6,0.7028090943480242,0.9023972241428534,1.1981444637568175,2.8702698303463747,0.4075242569935894,0.8114075297411351,1.1628704631348146,1.3366010973899487,9.392023959853557
6660,"Czajka to niekompetencja HGW i Trzaskowskiego. Co się stało z Odrą to dopiero się dowiemy. Wygląda na to, że system zadziałał opieszale, ale jak zwykle przegrzaliście niemiecką rtęcią _link_ ",twitter,6,1.0,1.8,3.8,4.0,2.2,1.4,1.8,2.8,2.0,0.0,0.2,0.7,0.75,0.3,0.0999999999999999,0.2,0.4499999999999999,0.7028090943480242,0.2434476187436453,1.7753738165455666,2.8702698303463747,1.3158245941946964,0.3512211860897234,0.945167376978211,0.5356658411643895,8.739779358410631
6854,"Jest najzupełniej oczywiste, że Konfederacja nie poprze Trzaskowskiego.  Na miejscu PiS zastanowiłbym się jednak nad tym, że doprowadziliście do tego, że ludzie o poglądach prawicowych tak was maja dość, że wolą poprzeć socjaldemokratę i lewaka niż waszego kandydata.",twitter,63,1.0,1.8,3.8,2.6,1.2,1.0,1.8,2.8,0.0,0.0,0.2,0.7,0.4,0.0499999999999999,0.0,0.2,0.4499999999999999,0.7028090943480242,0.2434476187436453,1.7753738165455666,1.1823269664496503,0.4075242569935894,0.8114075297411351,0.945167376978211,0.5356658411643895,6.603722500964212
7004,NCZAS.COM Trzaskowski trafił do szpitala - NCZAS.COM,,39,1.0,1.6,1.0,1.0,1.8,1.0,2.6,1.8,0.0,0.0,0.15,0.0,0.0,0.2,0.0,0.4,0.2,0.7028090943480242,0.0430135919779793,0.9183631631352648,0.7467505922894634,0.626485053719382,0.8114075297411351,0.0743550323517963,0.7992262525448753,4.722410310107921
7198,Rafał Trzaskowski ma jechać do Waszyngtonu by składać sprawozdanie w Kongresie.,,78,1.8,1.4,1.4,1.4,1.4,2.4,3.2,1.6,0.0,0.2,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.35,0.55,0.15,0.1573950801968407,0.3294748026996042,0.5335435946094318,0.2644812026046851,0.0628544867559323,0.7992446730388059,0.5787542261180146,1.0662046712867284,3.791952737310043
7454,Trzaskowski nie zezwolił na wnoszenie sektorówek | Narodowcy.net,,84,1.0,1.2,2.0,1.2,1.2,1.0,2.8,2.2,0.0,0.0,0.0499999999999999,0.25,0.0499999999999999,0.0499999999999999,0.0,0.4499999999999999,0.3,0.7028090943480242,0.6159360134212288,0.0436857581793179,0.5056158974470742,0.4075242569935894,0.8114075297411351,0.1433480538048069,0.2652694150611691,3.4955960189963453
7770,Ale Rafał Trzaskowski zaprezentował wyjątkowo radosny uśmiech oklaskując Donalda Tuska,twitter,66,1.8,1.0,1.2,1.4,1.0,1.2,3.0,2.0,4.0,0.2,0.0,0.0499999999999999,0.0999999999999999,0.0,0.0499999999999999,0.5,0.25,0.1573950801968407,0.9023972241428534,0.7259533788723483,0.2644812026046851,0.7521940272312464,0.5813143579154293,0.3610511399614108,0.5322478338030223,4.277034244727836
7790,"Policja _users_ sprawdza nagranie z agresorem, który groził spaleniem za plakat z Trzaskowskim. _link_ ",twitter,13,1.0,1.6,2.2,2.0,2.8,1.0,2.2,1.8,0.0,0.0,0.15,0.3,0.25,0.4499999999999999,0.0,0.3,0.2,0.7028090943480242,0.0430135919779793,0.2360955424422346,0.4589228819224826,2.3498339049076677,0.8114075297411351,0.5097612046650035,0.7992262525448753,5.911070002549402
7865,Trzaskowski: Podziękowałem Bidenowi za twarde stanowisko ws. praworządności i obronę wolnych mediów _link_ ,twitter,38,2.6,1.0,1.0,1.0,1.0,2.8,4.2,1.6,0.0,0.4,0.0,0.0,0.0,0.0,0.4499999999999999,0.8,0.15,1.0175992547417056,0.9023972241428534,0.9183631631352648,0.7467505922894634,0.7521940272312464,1.2594310166902176,1.6672696569010328,1.0662046712867284,8.330209606418512
7918,"Rok temu prowadziłem w ECS w Gdańsku panel z prezydentami Dulkiewicz, Trzaskowskim i Dudkiewiczem w przeddzień rocznicy 4 czerwca. Wtedy myśleliśmy nadzieję, że wielką zmianę w Polsce przyniesie nadchodząca jesień. Czasem trzeba poczekać trochę dłużej. 💪🇵🇱",twitter,30,2.2,2.6,1.0,1.0,1.2,2.6,3.0,2.4,0.0,0.3,0.4,0.0,0.0,0.0499999999999999,0.4,0.5,0.35,0.5874971674692734,1.389292461630144,0.9183631631352648,0.7467505922894634,0.4075242569935894,1.029337844864512,0.3610511399614108,0.0017090036806836,5.4415256300243415
