,text,source,part,Happiness_M,Sadness_M,Anger_M,Disgust_M,Fear_M,Pride_M,Valence_M,Arousal_M,Irony_M,norm_Happiness_M,norm_Sadness_M,norm_Anger_M,norm_Disgust_M,norm_Fear_M,norm_Pride_M,norm_Valence_M,norm_Arousal_M,z_score_Happiness_M,z_score_Sadness_M,z_score_Anger_M,z_score_Disgust_M,z_score_Fear_M,z_score_Pride_M,z_score_Valence_M,z_score_Arousal_M,total_z_score
1885,"-To jest absurd. Zaraz się dowiemy, że minister Niedzielski i minister Morawiecki będą w najbliższą niedzielę służyć do mszy. My potrzebujemy w rządzie odważnych liderów, a nie ministrantów. Wirus jest obecny wszędzie, również w kościele. 📌 u _users_ w _users_ _link_ ",twitter,70,1.0,1.8,3.8,3.6,2.2,1.0,1.6,3.4,0.0,0.0,0.2,0.7,0.65,0.3,0.0,0.15,0.6,0.7028090943480242,0.2434476187436453,1.7753738165455666,2.3880004406615964,1.3158245941946964,0.8114075297411351,1.1628704631348146,1.3366010973899487,9.736334654759426
1900,"Premier Morawiecki dla ""Gazety Polskiej"" o walce z pandemią: ""Widać już światło w tunelu"" | _link_ ",twitter,85,2.6,1.6,1.6,1.0,2.0,2.6,3.0,2.2,0.0,0.4,0.15,0.15,0.0,0.25,0.4,0.5,0.3,1.0175992547417056,0.0430135919779793,0.3411338103465151,0.7467505922894634,0.971154823957039,1.029337844864512,0.3610511399614108,0.2652694150611691,4.775310473199795
1908,"Dziś dialog toczy się na forum Unii Europejskiej, bo dziś Polska jest w zjednoczonej Europie. Zjednoczonej właśnie w wyniku doświadczenia II wojny światowej. To, co mówi Morawiecki zwyczajnie przeraża. Ci ludzie nie cofną się przed żadnym bluźnierstwem w imię własnych korzyści.",twitter,70,1.2,2.8,3.8,4.6,2.8,1.6,1.6,3.4,0.0,0.0499999999999999,0.4499999999999999,0.7,0.8999999999999999,0.4499999999999999,0.15,0.15,0.6,0.487758050711808,1.6757536723517683,1.7753738165455666,3.593673914873542,2.3498339049076677,0.1211280142640174,1.1628704631348146,1.3366010973899487,12.502992934179131
1918,"W Polsce inne prawo obowiązuje nas wszystkich, a inne członków PiS. Jak masz ich legitymację partyjną to koledzy wybronią Cię ze wszystkiego. Sasin, Szumowski, Morawiecki i inni - wszystkim znikały albo pojawiał się miliony i nic. Rosyjski model budowania „elit”.",twitter,3,1.0,3.0,4.4,4.4,2.4,1.0,1.4,3.6,2.0,0.0,0.5,0.8500000000000001,0.8500000000000001,0.35,0.0,0.0999999999999999,0.65,0.7028090943480242,1.9622148830733928,2.352603169334317,3.352539220031154,1.660494364432353,0.8114075297411351,1.3805735492914184,1.603579516131802,13.826221326383596
1923,"W co harata z nami Mateusz _users_ ? Odmrażanie gospodarki premier Morawiecki rozpoczął od branży, w której od wielu lat nie mamy żadnych sukcesów: od ligowej piłki nożnej. _link_ ",twitter,49,1.0,1.2,2.2,2.0,1.0,1.0,2.2,2.8,4.0,0.0,0.0499999999999999,0.3,0.25,0.0,0.0,0.3,0.4499999999999999,0.7028090943480242,0.6159360134212288,0.2360955424422346,0.4589228819224826,0.7521940272312464,0.8114075297411351,0.5097612046650035,0.5356658411643895,4.622792134935745
2024,"_users_ Ta ekspertyza dotyczyła wersji Rozporządzenia z 2018 roku, obecna wersja jest poprawiona zgodnie z zaleceniami służb prawnych i ostateczną decyzją RE, na którą przystał Premier #Morawiecki i 26 innych przywódców państw członkowskich.",twitter,92,1.6,1.0,1.2,1.0,1.0,2.0,3.2,1.4,1.0,0.15,0.0,0.0499999999999999,0.0,0.0,0.25,0.55,0.0999999999999999,0.0576559634393754,0.9023972241428534,0.7259533788723483,0.7467505922894634,0.7521940272312464,0.3390583293873943,0.5787542261180146,1.3331830900285817,5.435946831509277
2039,Zdaniem sędziego Waldemara Żurka ważną rolę w wyjaśnieniu sprawy wiceministra Łukasza Piebiaka ma do odegrania premier Mateusz Morawiecki.,,51,1.4,1.2,1.0,1.0,1.4,2.0,3.2,1.2,0.0,0.0999999999999999,0.0499999999999999,0.0,0.0,0.0999999999999999,0.25,0.55,0.0499999999999999,0.2727070070755918,0.6159360134212288,0.9183631631352648,0.7467505922894634,0.0628544867559323,0.3390583293873943,0.5787542261180146,1.6001615087704344,5.134585326953324
2069,"_users_ Panie Andrzeju, ""polityczne złoto"" to cytat z premiera Morawieckiego ze słynnych maili. Jak Pan popyta na boku swoich kolegów z PiS, to każdy - o ile jest z Panem szczery - potwierdzi, że wszystkie maile są autentyczne. Pozdrawiam :)",twitter,15,1.8,1.0,3.2,3.0,1.0,1.6,1.8,3.0,2.0,0.2,0.0,0.55,0.5,0.0,0.15,0.2,0.5,0.1573950801968407,0.9023972241428534,1.1981444637568175,1.6645963561344286,0.7521940272312464,0.1211280142640174,0.945167376978211,0.8026442599062428,6.543666802610658
2094,"M.Morawiecki chce, by TK mgr Przyłębskiej zbadał zgodność z konstytucją trzech przepisów Traktatu o Unii Europejskiej. Teraz kucharka prezesa, czerwony prokurator i hejterka będą rozstrzygali o faktycznym Polexicie. Tę władzę trzeba zmienić. Natychmiast.",twitter,92,1.0,2.4,4.6,4.0,2.6,1.2,1.0,3.6,3.0,0.0,0.35,0.8999999999999999,0.75,0.4,0.0499999999999999,0.0,0.65,0.7028090943480242,1.102831250908519,2.545012953597233,2.8702698303463747,2.0051641346700104,0.5813143579154293,1.8159797216046256,1.603579516131802,13.226960859522018
2175,"Dziś odbył się wideoszczyt ws. wieloletniego budżetu UE i pokryzysowego Funduszu Odbudowy. Prace jeszcze trwają, ale premier Morawiecki twierdzi, że już załatwił 700 mld zł. Zamiast się chwalić, niech lepiej zadba byśmy ich nie stracili przez niedemokratyczne działania PiS.",twitter,96,1.0,2.0,3.6,2.6,2.4,1.0,1.6,3.0,1.0,0.0,0.25,0.65,0.4,0.35,0.0,0.15,0.5,0.7028090943480242,0.5299088294652698,1.5829640322826504,1.1823269664496503,1.660494364432353,0.8114075297411351,1.1628704631348146,0.8026442599062428,8.435425539760141
2592,"🔴 Dzisiaj porażka władzy widoczna jest jak na dłoni. Nie poradziliście sobie, Panie Premierze Morawiecki z kryzysem. - na żywo na konferencji w Sejmie _link_ ",twitter,2,1.4,2.2,2.8,2.6,1.2,1.6,1.8,3.0,1.0,0.0999999999999999,0.3,0.4499999999999999,0.4,0.0499999999999999,0.15,0.2,0.5,0.2727070070755918,0.8163700401868949,0.813324895230984,1.1823269664496503,0.4075242569935894,0.1211280142640174,0.945167376978211,0.8026442599062428,5.361192817085182
2635,"W związku z powierzeniem Morawieckiemu misji tworzenia rzadu nie bójmy się przypomnieć największych „sukcesów” PiS: milion elektrycznych aut, zrównoważony budżet, prom w Szczecinie, lewe nagrody, 1000 dronów w armii, bank za złotówkę, koperta dla księdza, Kuchcinski Travel.",twitter,77,1.4,1.4,3.8,3.4,1.0,1.4,2.0,3.6,4.0,0.0999999999999999,0.0999999999999999,0.7,0.6,0.0,0.0999999999999999,0.25,0.65,0.2727070070755918,0.3294748026996042,1.7753738165455666,2.146865745819207,0.7521940272312464,0.3512211860897234,0.7274642908216074,1.603579516131802,7.958880392414348
2763,"Dla nocnej zmiany. Morawiecki: możliwe, iż negocjacje ws. budżetu UE i funduszu odbudowy potrwają miesiące. Jesteśmy gotowi | _link_ ",twitter,73,1.0,1.4,1.0,1.0,1.0,1.4,2.6,2.0,0.0,0.0,0.0999999999999999,0.0,0.0,0.0,0.0999999999999999,0.4,0.25,0.7028090943480242,0.3294748026996042,0.9183631631352648,0.7467505922894634,0.7521940272312464,0.3512211860897234,0.0743550323517963,0.5322478338030223,4.407415731948145
2841,"W elitarnym klubie nie dają drinków jak ktoś beka, puszcza bąki i tłucze naczynia. Czy ktoś może to wytłumaczyć Kaczyńskiemu, Morawieckiemu, Ziobrze i reszcie?",twitter,93,1.0,1.4,3.4,3.4,1.2,1.6,1.4,3.0,4.0,0.0,0.0999999999999999,0.6,0.6,0.0499999999999999,0.15,0.0999999999999999,0.5,0.7028090943480242,0.3294748026996042,1.3905542480197337,2.146865745819207,0.4075242569935894,0.1211280142640174,1.3805735492914184,0.8026442599062428,7.281573971341837
2946,"Pielęgniarki, z którymi rozmawialiśmy w Białym Miasteczku 2.0, z bólem opowiadały o perspektywie odejścia od łóżek pacjentów, ale na razie wszystko wskazuje, że do tego chce właśnie doprowadzić premier Morawiecki, konsekwentnie unikając dialogu z protestującymi.",,29,1.0,3.6,3.4,1.6,2.4,1.0,1.6,2.4,1.0,0.0,0.65,0.6,0.15,0.35,0.0,0.15,0.35,0.7028090943480242,2.8215985152382674,1.3905542480197337,0.0233465077622956,1.660494364432353,0.8114075297411351,1.1628704631348146,0.0017090036806836,8.574789726357308
3187,"Jarosław Rzepa PSL Liczę, że premier Morawiecki uda się do Brukseli i będzie działał na rzecz tego, by Polacy nie musieli ze swoich kieszeni płacić kar za Turów. Ugoda z Czechami jest sukcesem, ale dla Czechów. Kilka miesięcy temu można to było załatwić taniej.",twitter,31,1.0,1.8,2.4,1.6,1.4,1.4,2.2,2.2,0.0,0.0,0.2,0.35,0.15,0.0999999999999999,0.0999999999999999,0.3,0.3,0.7028090943480242,0.2434476187436453,0.4285053267051509,0.0233465077622956,0.0628544867559323,0.3512211860897234,0.5097612046650035,0.2652694150611691,2.5872148401309443
3196,"Putin nie zmieścił się w kadrze🤷🏼‍♂️ W obliczu sytuacji w Ukrainie premier Mateusz Morawiecki staje dziś w jednym szeregu z Le Pen, Orbanem i innymi nacjonalistami, którym marzy się słaba, egoistyczna i podzielona Europa.",,32,1.0,1.2,4.0,4.2,1.6,1.0,1.6,3.8,0.0,0.0,0.0499999999999999,0.75,0.8,0.15,0.0,0.15,0.7,0.7028090943480242,0.6159360134212288,1.9677836008084837,3.1114045251887643,0.281815283481725,0.8114075297411351,1.1628704631348146,1.8705579348736547,10.524584444997831
3496,"_users_ Panie Redaktorze, to argumenty ""godne"" dla #Kierwiński czy #Nitras. Jest Pan dziennikarzem a nie politykiem. Co to znaczy, że PiS zawłaszczy te pieniądze? Premier Morawiecki ze swoimi ministrami pojedzie do Brukseli z workami i zabiorą te miliardy dla siebie?",twitter,67,1.0,2.0,4.0,2.6,1.8,1.0,1.2,3.2,0.0,0.0,0.25,0.75,0.4,0.2,0.0,0.0499999999999999,0.55,0.7028090943480242,0.5299088294652698,1.9677836008084837,1.1823269664496503,0.626485053719382,0.8114075297411351,1.598276635448022,1.069622678648096,8.488620388628062
3588,Tymczasem rząd Mateusza Morawieckiego w ostatniej chwili zdecydował się na zamknięcie cmentarzy.,,82,1.2,1.6,2.0,2.0,1.4,1.4,2.0,1.6,1.0,0.0499999999999999,0.15,0.25,0.25,0.0999999999999999,0.0999999999999999,0.25,0.15,0.487758050711808,0.0430135919779793,0.0436857581793179,0.4589228819224826,0.0628544867559323,0.3512211860897234,0.7274642908216074,1.0662046712867284,3.241124917745579
3714,Jesteśmy gotowi na odbudowę dróg na Podlasiu i terenach przygranicznych. Działamy w porozumieniu z samorządowcami - premier Mateusz Morawiecki w Kuźnicy (woj. podlaskie). będzie jak z Ostrołęką 3 i milionem elektryków.,twitter,74,2.6,1.6,1.6,1.0,1.6,2.6,3.4,2.2,1.0,0.4,0.15,0.15,0.0,0.15,0.4,0.6,0.3,1.0175992547417056,0.0430135919779793,0.3411338103465151,0.7467505922894634,0.281815283481725,1.029337844864512,0.796457312274618,0.2652694150611691,4.521377105037688
3933,"Czytam, ze większość Polaków nie chce powrotu Tuska. Podobnie jak większość uważa, ze Andrzej Duda jest dobrym prezydentem, godnie pełni urząd i przysparza Polsce prestiżu, a Morawiecki jest kompetentnym i prawdomównym premierem. Przenikliwość nie zawsze ma ponad 50 procent.",twitter,72,1.0,2.0,2.0,2.2,1.4,1.4,2.0,2.4,3.0,0.0,0.25,0.25,0.3,0.0999999999999999,0.0999999999999999,0.25,0.35,0.7028090943480242,0.5299088294652698,0.0436857581793179,0.700057576764872,0.0628544867559323,0.3512211860897234,0.7274642908216074,0.0017090036806836,3.1197102261054304
4090,Atak Morawieckiego na prywatną służbę zdrowia to aberracja. Od kilkunastu miesięcy intensywnie korzystam i z publicznej i z prywatnej. I tu i tam mogę liczyć na opiekę i pomoc profesjonalistów i dobrych ludzi. Lekarstwem na wirusa na pewno nie jest szczucie i dzielenie ludzi.,twitter,77,1.0,2.2,4.0,1.8,1.2,1.6,1.8,2.8,0.0,0.0,0.3,0.75,0.2,0.0499999999999999,0.15,0.2,0.4499999999999999,0.7028090943480242,0.8163700401868949,1.9677836008084837,0.2177881870800934,0.4075242569935894,0.1211280142640174,0.945167376978211,0.5356658411643895,5.714236411823703
4411,"""Wiadomości"" TVP atakują Morawieckiego Ziobrą i bronią niepraworządności _link_ ",twitter,96,1.4,1.4,2.2,1.8,1.0,1.4,2.4,2.6,1.0,0.0999999999999999,0.0999999999999999,0.3,0.2,0.0,0.0999999999999999,0.35,0.4,0.2727070070755918,0.3294748026996042,0.2360955424422346,0.2177881870800934,0.7521940272312464,0.3512211860897234,0.2920581185084002,0.2686874224225369,2.7202262935494312
4545,Dziękuję premierowi Mateusz Morawiecki i ministrowi Adamowi Niedzielskiemu za podjęcie decyzji o zmianach w zakresie kwarantanny i izolacji.,,25,2.8,1.6,1.6,1.0,1.2,2.0,3.6,2.6,0.0,0.4499999999999999,0.15,0.15,0.0,0.0499999999999999,0.25,0.65,0.4,1.2326502983779215,0.0430135919779793,0.3411338103465151,0.7467505922894634,0.4075242569935894,0.3390583293873943,1.0141603984312215,0.2686874224225369,4.392978700226622
4562,"„Elity do 2015 roku, sprzed rządów PIS, dbały tylko o siebie” mówi Morawiecki w Krakowie. To już wiemy, jakie będzie główne przesłanie przedmiotu HIT Czarnka. Bo to PIS przygotowuje program z nowej historii Polski do 2015 roku.  #HITeksperymentNaDzieciach",twitter,45,1.0,2.2,3.8,3.6,2.0,1.0,1.2,3.6,1.0,0.0,0.3,0.7,0.65,0.25,0.0,0.0499999999999999,0.65,0.7028090943480242,0.8163700401868949,1.7753738165455666,2.3880004406615964,0.971154823957039,0.8114075297411351,1.598276635448022,1.603579516131802,10.666971897020082
4683,"Pan Morawiecki broni ponoć „wolności” słowa. Chodzi zapewne o to, by mówić wolniej, bo Pegasus się nie wyrabia.",twitter,44,1.8,1.8,4.4,2.6,1.8,1.6,2.4,3.0,4.0,0.2,0.2,0.8500000000000001,0.4,0.2,0.15,0.35,0.5,0.1573950801968407,0.2434476187436453,2.352603169334317,1.1823269664496503,0.626485053719382,0.1211280142640174,0.2920581185084002,0.8026442599062428,5.778088281122496
4835,"Premier Morawiecki o przebudowie geopolitycznej całego świata pod wpływem pandemii: „Nasz okręt środkowoeuropejski stoi przed wielką szansą”. E tam, zaraz okręt. Może najpierw prom.",twitter,98,1.0,1.0,2.0,2.0,1.0,2.0,2.6,2.4,4.0,0.0,0.0,0.25,0.25,0.0,0.25,0.4,0.35,0.7028090943480242,0.9023972241428534,0.0436857581793179,0.4589228819224826,0.7521940272312464,0.3390583293873943,0.0743550323517963,0.0017090036806836,3.275131351243799
4881,"PiS, zwłaszcza Kaczyński i Morawiecki, dochodzą do szczytu w propagandzie sowieckiego typu: wszystko, co dobre pochodzi od państwa, czyli od nas.",,5,1.0,1.8,3.2,3.4,1.4,1.4,2.0,2.4,2.0,0.0,0.2,0.55,0.6,0.0999999999999999,0.0999999999999999,0.25,0.35,0.7028090943480242,0.2434476187436453,1.1981444637568175,2.146865745819207,0.0628544867559323,0.3512211860897234,0.7274642908216074,0.0017090036806836,5.43451589001564
5025,🇵🇱✈️ Obywatel KP Fotograf dodał(a) nowe zdjęcia (17) do albumu: 2021 08 17 Mateusz Morawiecki w Żabiej Woli.,,99,1.2,1.0,1.0,1.0,1.0,1.2,3.2,1.2,0.0,0.0499999999999999,0.0,0.0,0.0,0.0,0.0499999999999999,0.55,0.0499999999999999,0.487758050711808,0.9023972241428534,0.9183631631352648,0.7467505922894634,0.7521940272312464,0.5813143579154293,0.5787542261180146,1.6001615087704344,6.567693150314515
5033,Pan Morawiecki chwali się swoimi wycieczkami po Europie niczym linia lotnicza ogłaszająca nową siatkę połączeń.,,2,1.0,1.4,3.6,3.2,1.0,1.0,2.0,3.6,4.0,0.0,0.0999999999999999,0.65,0.55,0.0,0.0,0.25,0.65,0.7028090943480242,0.3294748026996042,1.5829640322826504,1.905731050976818,0.7521940272312464,0.8114075297411351,0.7274642908216074,1.603579516131802,8.415624344232889
5098,"Kiedy Kaczyński, Duda i Morawiecki przeproszą ludzi za klęskę w walce z epidemią?",,4,1.0,2.4,4.4,4.2,1.8,1.2,1.6,3.4,0.0,0.0,0.35,0.8500000000000001,0.8,0.2,0.0499999999999999,0.15,0.6,0.7028090943480242,1.102831250908519,2.352603169334317,3.1114045251887643,0.626485053719382,0.5813143579154293,1.1628704631348146,1.3366010973899487,10.9769190119392
5169,"Dziewiąta podwyżka stop procentowych NBP, a najbardziej potrzebujący kredytobiorcy dalej bez wsparcia i pomocy.  Ciekawe ile jeszcze będzie konferencji premiera Morawieckiego o wakacjach kredytowych.",twitter,5,1.0,1.8,3.6,2.2,1.8,1.4,1.8,2.8,4.0,0.0,0.2,0.65,0.3,0.2,0.0999999999999999,0.2,0.4499999999999999,0.7028090943480242,0.2434476187436453,1.5829640322826504,0.700057576764872,0.626485053719382,0.3512211860897234,0.945167376978211,0.5356658411643895,5.687817780090898
5215,"""Kompetencje minus"" xD NCZAS.COM Doradca premiera Morawieckiego zgubił służbowy telefon.",,20,1.6,1.0,2.4,2.2,1.6,1.0,2.4,2.2,4.0,0.15,0.0,0.35,0.3,0.15,0.0,0.35,0.3,0.0576559634393754,0.9023972241428534,0.4285053267051509,0.700057576764872,0.281815283481725,0.8114075297411351,0.2920581185084002,0.2652694150611691,3.7391664378446814
5252,"Wywołana przez Komisję Europejską III wojna światowa będzie okazją do rechrystianizacji naszego kontynentu, którą zapowiadał premier Morawiecki",twitter,27,1.0,1.6,2.6,2.6,2.2,1.0,2.2,3.0,2.0,0.0,0.15,0.4,0.4,0.3,0.0,0.3,0.5,0.7028090943480242,0.0430135919779793,0.6209151109680676,1.1823269664496503,1.3158245941946964,0.8114075297411351,0.5097612046650035,0.8026442599062428,5.988702352250799
5467,Człowiek Morawieckiego na czele rady nadzorczej PZU _link_ ,twitter,22,1.0,1.0,2.2,1.6,1.0,1.0,2.4,1.6,0.0,0.0,0.0,0.3,0.15,0.0,0.0,0.35,0.15,0.7028090943480242,0.9023972241428534,0.2360955424422346,0.0233465077622956,0.7521940272312464,0.8114075297411351,0.2920581185084002,1.0662046712867284,4.7865127154629175
5558,"Podczas Światowego Forum Ekonomicznego w Davos mówi się o recesji w USA czy Europie Zachodniej, jednak recesja w Polsce nie jest tematem rozmów. Nie powinna ona nastąpić ani w tym, ani w przyszłym czy kolejnym roku - powiedział premier Mateusz Morawiecki.",twitter,97,1.0,1.2,1.0,1.0,1.4,1.6,3.0,1.8,0.0,0.0,0.0499999999999999,0.0,0.0,0.0999999999999999,0.15,0.5,0.2,0.7028090943480242,0.6159360134212288,0.9183631631352648,0.7467505922894634,0.0628544867559323,0.1211280142640174,0.3610511399614108,0.7992262525448753,4.328118756720216
5703,"Otóż wyrzucanie w pracy szeregowych urzędniczek to według pana Morawieckiego ma być ""sprawiedliwość społeczna"".",,75,1.0,2.4,3.8,2.2,1.2,1.0,1.6,3.0,2.0,0.0,0.35,0.7,0.3,0.0499999999999999,0.0,0.15,0.5,0.7028090943480242,1.102831250908519,1.7753738165455666,0.700057576764872,0.4075242569935894,0.8114075297411351,1.1628704631348146,0.8026442599062428,7.465518248342765
5756,"Mateuszu Morawiecki, Jarosławie Kaczyński - zakasajcie rękawy i do dzieła.",,9,2.2,1.2,2.8,1.4,2.0,2.2,3.0,2.8,1.0,0.3,0.0499999999999999,0.4499999999999999,0.0999999999999999,0.25,0.3,0.5,0.4499999999999999,0.5874971674692734,0.6159360134212288,0.813324895230984,0.2644812026046851,0.971154823957039,0.5691515012131003,0.3610511399614108,0.5356658411643895,4.718262585022111
